     -23.3119823830325679      -27.2260597505769368      -44.8637708097744365
     -23.3073719175740734      -27.2391779418709099      -44.8551388183186361
     -23.3026946919602764      -27.2556918097284751      -44.8444279914116493
     -23.2985432574792100      -27.2761911971451383      -44.8313601771672836
     -23.2958946543600227      -27.3002471118410917      -44.8163309499670035
     -23.2956857441907772      -27.3275155492726718      -44.7996784461479010
     -23.2988443242200312      -27.3576508985083642      -44.7817408632230354
     -23.3063075826031216      -27.3902526097210703      -44.7628921292819726
     -23.3190358192320986      -27.4248244463215407      -44.7435694626073612
     -23.3380261812997070      -27.4607339453341091      -44.7243010566699013
     -23.3643301959226086      -27.4971622455318325      -44.7057404691472229
     -23.3990800376689343      -27.5330314449793363      -44.6887163247063555
     -23.4435324745767986      -27.5668862291204171      -44.6743129402895960
     -23.4991501535999632      -27.5966786151427641      -44.6640161879062845
     -23.5656080479680199      -27.6249419371650404      -44.6562230434074223
     -23.6414166607413350      -27.6571602569533965      -44.6473245082284151
     -23.7270810253935309      -27.6935599849959537      -44.6372450749764980
     -23.8230855870845488      -27.7343438682265955      -44.6259190849464886
     -23.9298883890065888      -27.7797025821169044      -44.6132825969961502
     -24.0479200613276021      -27.8298140878564269      -44.5992735344049436
     -24.1775829103464979      -27.8848429741683077      -44.5838318787701340
     -24.3192501111589259      -27.9449397755464446      -44.5668999206544925
     -24.4732650068493491      -28.0102402603404421      -44.5484225757372414
     -24.6399405170133541      -28.0808646843608720      -44.5283477738664217
     -24.8195586579876348      -28.1569170081382545      -44.5066269268518866
     -25.0123701763719595      -28.2384840784095204      -44.4832154791830447
     -25.2185942962682681      -28.3256347767543630      -44.4580735441337040
     -25.4384185792344333      -28.4184191405775586      -44.4311666259144928
     -25.6719988943175110      -28.5168674638516926      -44.4024664266293243
     -25.9194594721458635      -28.6209893823258561      -44.3719517347299330
     -26.1808929527492964      -28.7307729558917089      -44.3396093765429669
     -26.4563605374918431      -28.8461838282864846      -44.3054351973659521
     -26.7458922589603674      -28.9671644630768199      -44.2694350751127601
     -27.0494873085079064      -29.0936334493901079      -44.2316259612573219
     -27.3671144074348085      -29.2254848967129170      -44.1920369327391143
     -27.6987122087898641      -29.3625879393397824      -44.1507102362119994
     -28.0441897160151292      -29.5047863711029059      -44.1077023040759073
     -28.4034267042688846      -29.6518984306325954      -44.0630847199632996
     -28.7762741302471596      -29.8037167565527206      -44.0169451098176623
     -29.1625545166996467      -29.9600085306898158      -43.9693879334617179
     -29.5620622986212602      -30.1205158255795524      -43.9205351506611237
     -29.9745641193079422      -30.2849561703098864      -43.8705267352041020
     -30.3997990661045705      -30.4530233460905642      -43.8195210104894670
     -30.8374788377437596      -30.6243884199346219      -43.7676947805962513
     -31.2872878376651684      -30.7987010215402428      -43.7152432318467064
     -31.7488831918251790      -30.9755908652911174      -43.6623795814582323
     -32.2218948599572030      -31.1546695484277514      -43.6093344551163540
     -32.7059262489590736      -31.3355325844373098      -43.5563550650110045
     -33.2005549732666196      -31.5177595805379234      -43.5037018179350099
     -33.7053346479666303      -31.7009076841888344      -43.4516355498412779
     -34.2197941213795289      -31.8845189347831770      -43.4004237858932598
     -34.7434371210429802      -32.0681256210107790      -43.3503436176826185
     -35.2757424836466598      -32.2512526668720767      -43.3016800518356320
     -35.8161644074247789      -32.4334201194278720      -43.2547241551129957
     -36.3641327391884133      -32.6141457264795065      -43.2097710068920549
     -36.9190533100898719      -32.7929475892283477      -43.1671174697056586
     -37.4803083354784192      -32.9693468745819800      -43.1270597921604804
     -38.0472568952751544      -33.1428705714472329      -43.0898910623125033
     -38.6192355121161199      -33.3130542750442231      -43.0558985333760660
     -39.1955588450326218      -33.4794449829459353      -43.0253608474169411
     -39.7755205166026329      -33.6416038861596789      -42.9985451863514854
     -40.3583937038513554      -33.7991090700765255      -42.9757043694420418
     -40.9434278556475064      -33.9515578566198997      -42.9570734954663394
     -41.5298449517174575      -34.0985705842136610      -42.9428653081513119
     -42.1168396373431051      -34.2397958077328681      -42.9332650458022727
     -42.7035801841207032      -34.3749154752816182      -42.9284254117267992
     -43.2892099360274969      -34.5036498879936957      -42.9284618024550042
     -43.8728492333131399      -34.6257623687222846      -42.9334479130309319
     -44.4535957778737441      -34.7410655037099687      -42.9434142232201452
     -45.0305248549345478      -34.8494274703837590      -42.9583476618230975
     -45.6026966892056080      -34.9507712068350216      -42.9781836846619996
     -46.1691603825056660      -35.0450763996045751      -43.0028032308086523
     -46.7289569760664705      -35.1323815757122802      -43.0320311409946044
     -47.2811263413180498      -35.2127363175316930      -43.0656762747434527
     -47.8247292041535061      -35.2858967497487583      -43.1037850539293572
     -48.3588105688479075      -35.3515655341184498      -43.1464396952475724
     -48.8824012139502742      -35.4095720633366398      -43.1936105051264718
     -49.3945621324508863      -35.4598742199918817      -43.2451618764639107
     -49.8944140620483978      -35.5025496702776451      -43.3008647435080718
     -50.3811628577194455      -35.5377826055258978      -43.3604125274083856
     -50.8541223829741682      -35.5658470840967524      -43.4234398162841373
     -51.3127306050708967      -35.5870877415851083      -43.4895422220067545
     -51.7565541725797260      -35.6018993850198555      -43.5582951558563494
     -52.1852788954977740      -35.6107076710500223      -43.6292691094592442
     -52.5986881653741705      -35.6139531884711289      -43.7020398135947730
     -52.9966357541386230      -35.6120804908737441      -43.7761931427216240
     -53.3790185080777277      -35.6055321458080130      -43.8513257256310069
     -53.7457475846997781      -35.5947473025574794      -43.9270414598956975
     -54.0967420733434352      -35.5801648366492884      -44.0029482933461935
     -54.4319369365235417      -35.5622258724537730      -44.0786580638473282
     -54.7512896156831275      -35.5413738069503609      -44.1537880493604860
     -55.0547855446745515      -35.5180525666473415      -44.2279636386044999
     -55.3424433603911936      -35.4927037090499340      -44.3008217383532141
     -55.6143161103764783      -35.4657625299079982      -44.3720142481273214
     -55.8704930774164055      -35.4376538352175530      -44.4412117437771528
     -56.1111016351811287      -35.4087876008634908      -44.5081071140159352
     -56.3363085630533931      -35.3795546927263089      -44.5724189422117902
     -56.5463208876081538      -35.3503228231106945      -44.6338945210075764
     -56.7413863089253567      -35.3214328824186339      -44.6923124194704116
     -56.9217932632910575      -35.2931957524052464      -44.7474845499867229
     -57.0878706683672021      -35.2658896779987856      -44.7992577056449974
     -57.2399873918528925      -35.2397582479769724      -44.8475145588089106
     -57.3785514797648801      -35.2150090105474334      -44.8921741282990965
     -57.5040091757278660      -35.1918127280476156      -44.9331917363518656
     -57.6168437581969641      -35.1703032556100652      -44.9705584875755022
     -57.7175742184704319      -35.1505780118239954      -45.0043003107386212
     -57.8067537987992708      -35.1326989952285373      -45.0344766106636456
     -57.8849684070583308      -35.1149961797041925      -45.0625018866499119
     -57.9528349212195053      -35.0955950067914131      -45.0899492699633484
     -58.0109993971568798      -35.0749479411548677      -45.1165813530733288
     -58.0601351893481379      -35.0534772760113924      -45.1421907396440574
     -58.1009409943201547      -35.0315734344322820      -45.1666008556393805
     -58.1341388264410952      -35.0096011919905692      -45.1896605613039881
     -58.1604719345650878      -34.9879056751279478      -45.2112389314754850
     -58.1807026678448622      -34.9668188872693051      -45.2312196306166925
     -58.1956102988351773      -34.9466677761273772      -45.2494941074993520
